date,season,type,round,team,opponent,home_away,conf_game,div_game,points_for,points_against,ot,pre_rate,post_rate,rating_change,expected_win,result
2011-11-13,2011,R,,nfl_0031,nfl_0027,H,0,0,12,13,0,1420.8841616254824,1410.233578507602,-10.650583117880341,0.6825998808306116,0.0
2011-11-13,2011,R,,nfl_0027,nfl_0031,A,0,0,13,12,0,1359.860512567082,1370.5110956849624,10.650583117880341,0.3174001191693884,1.0
2011-11-13,2011,R,,nfl_0014,nfl_0009,H,1,1,10,17,0,1426.9186739732659,1403.6701222827508,-23.248551690515033,0.6117269359143647,0.0
2011-11-13,2011,R,,nfl_0009,nfl_0014,A,1,1,17,10,0,1419.950537564812,1443.1990892553272,23.248551690515033,0.38827306408563533,1.0
2011-11-13,2011,R,,nfl_0015,nfl_0030,H,0,0,20,9,0,1442.1707119103924,1458.663329337037,16.492617426644692,0.6250895716243241,1.0
2011-11-13,2011,R,,nfl_0030,nfl_0015,A,0,0,9,20,0,1425.3648187692133,1408.8722013425686,-16.492617426644692,0.3749104283756759,0.0
2011-11-13,2011,R,,nfl_0005,nfl_0029,H,0,0,3,30,0,1404.4666336746766,1359.4852345735712,-44.9813991011053,0.5692436336539063,0.0
2011-11-13,2011,R,,nfl_0029,nfl_0005,A,0,0,30,3,0,1452.0400427079471,1497.0214418090525,44.9813991011053,0.4307563663460937,1.0
2011-11-13,2011,R,,nfl_0025,nfl_0003,H,0,0,22,17,0,1399.5268059047671,1416.654294591161,17.127488686394017,0.2890799310963308,1.0
2011-11-13,2011,R,,nfl_0003,nfl_0025,A,0,0,17,22,0,1627.8479386163153,1610.7204499299214,-17.127488686394017,0.7109200689036692,0.0
2011-11-13,2011,R,,nfl_0026,nfl_0019,H,1,0,27,20,0,1618.114859401089,1628.4843667141386,10.369507313049514,0.6862581968861737,1.0
2011-11-13,2011,R,,nfl_0019,nfl_0026,A,1,0,20,27,0,1554.148796731185,1543.7792894181355,-10.369507313049514,0.31374180311382627,0.0
2011-11-13,2011,R,,nfl_0006,nfl_0010,H,1,1,37,13,0,1563.0577987795416,1600.9715267935717,37.91372801402997,0.5461368214472465,1.0
2011-11-13,2011,R,,nfl_0010,nfl_0006,A,1,1,13,37,0,1578.90719555484,1540.99346754081,-37.91372801402997,0.4538631785527535,0.0
2011-11-13,2011,R,,nfl_0020,nfl_0017,H,1,1,16,37,0,1591.2224543154737,1547.2858209144792,-43.936633400994474,0.578467509838126,0.0
2011-11-13,2011,R,,nfl_0017,nfl_0020,A,1,1,37,16,0,1608.2432873705159,1652.1799207715103,43.936633400994474,0.421532490161874,1.0
2011-11-14,2011,R,,nfl_0011,nfl_0016,H,1,1,45,7,0,1682.726466100938,1697.267810244143,14.541344143204853,0.8517600923387109,1.0
2011-11-14,2011,R,,nfl_0016,nfl_0011,A,1,1,7,45,0,1426.9856051601064,1412.4442610169015,-14.541344143204853,0.14823990766128914,0.0
2011-11-17,2011,R,,nfl_0009,nfl_0020,H,1,0,17,13,0,1443.1990892553272,1456.1652244508907,12.966135195563432,0.4539543160356086,1.0
2011-11-17,2011,R,,nfl_0020,nfl_0009,A,1,0,13,17,0,1547.2858209144792,1534.3196857189157,-12.966135195563432,0.5460456839643915,0.0
2011-11-20,2011,R,,nfl_0015,nfl_0004,H,1,1,35,8,0,1458.663329337037,1496.8842242425153,38.22089490547827,0.5707357148447593,1.0
2011-11-20,2011,R,,nfl_0004,nfl_0015,A,1,1,8,35,0,1481.17921191447,1442.9583170089918,-38.22089490547827,0.42926428515524073,0.0
2011-11-20,2011,R,,nfl_0010,nfl_0005,H,1,0,49,35,0,1540.99346754081,1549.60724995065,8.613782409839951,0.8114272248129676,1.0
2011-11-20,2011,R,,nfl_0005,nfl_0010,A,1,0,35,49,0,1359.4852345735712,1350.8714521637312,-8.613782409839951,0.18857277518703242,0.0
2011-11-20,2011,R,,nfl_0003,nfl_0007,H,1,1,31,24,0,1610.7204499299214,1622.0061877676421,11.285737837720802,0.6850450102529859,1.0
2011-11-20,2011,R,,nfl_0007,nfl_0003,A,1,1,24,31,0,1547.7322042503265,1536.4464664126058,-11.285737837720802,0.3149549897470141,0.0
2011-11-20,2011,R,,nfl_0031,nfl_0013,H,1,0,14,10,0,1410.233578507602,1421.122430895064,10.888852387462109,0.5685302935816298,1.0
2011-11-20,2011,R,,nfl_0013,nfl_0031,A,1,0,10,14,0,1434.3122579532474,1423.4234055657853,-10.888852387462109,0.43146970641837024,0.0
2011-11-20,2011,R,,nfl_0011,nfl_0028,H,1,0,35,26,0,1697.267810244143,1701.468369427982,4.200559183838967,0.8712998283589671,1.0
2011-11-20,2011,R,,nfl_0028,nfl_0011,A,1,0,26,35,0,1431.032409292621,1426.831850108782,-4.200559183838967,0.12870017164103287,0.0
2011-11-20,2011,R,,nfl_0030,nfl_0008,H,1,1,24,27,1,1408.8722013425686,1402.055754982824,-6.816446359744529,0.42753829650232666,0.0
2011-11-20,2011,R,,nfl_0008,nfl_0030,A,1,1,27,24,1,1531.5807677793284,1538.397214139073,6.816446359744529,0.5724617034976733,1.0
2011-11-20,2011,R,,nfl_0016,nfl_0021,H,0,0,21,27,0,1412.4442610169015,1396.8634844288501,-15.580776588051425,0.5249682436992549,0.0
2011-11-20,2011,R,,nfl_0021,nfl_0016,A,0,0,27,21,0,1461.0801052765617,1476.660881864613,15.580776588051425,0.4750317563007451,1.0
2011-11-20,2011,R,,nfl_0026,nfl_0001,H,1,1,23,7,0,1628.4843667141386,1636.6920990110034,8.207732296864794,0.8461129267448046,1.0
2011-11-20,2011,R,,nfl_0001,nfl_0026,A,1,1,7,23,0,1404.3938906383416,1396.1861583414768,-8.207732296864794,0.15388707325519535,0.0
2011-11-20,2011,R,,nfl_0027,nfl_0025,H,1,1,7,24,0,1370.5110956849624,1336.5639914744559,-33.94710421050643,0.5371423808557803,0.0
2011-11-20,2011,R,,nfl_0025,nfl_0027,A,1,1,24,7,0,1416.654294591161,1450.6013988016675,33.94710421050643,0.46285761914421975,1.0
2011-11-20,2011,R,,nfl_0002,nfl_0029,H,0,0,23,17,0,1544.7691039633444,1554.6942856186004,9.92518165525602,0.6658162976877089,1.0
2011-11-20,2011,R,,nfl_0029,nfl_0002,A,0,0,17,23,0,1497.0214418090525,1487.0962601537965,-9.92518165525602,0.3341837023122911,0.0
2011-11-20,2011,R,,nfl_0006,nfl_0024,H,0,0,31,20,0,1600.9715267935717,1611.7983312080378,10.826804414466142,0.7320055608019634,1.0
2011-11-20,2011,R,,nfl_0024,nfl_0006,A,0,0,20,31,0,1492.4160877473903,1481.5892833329242,-10.826804414466142,0.26799443919803656,0.0
2011-11-20,2011,R,,nfl_0019,nfl_0022,H,1,1,10,17,0,1543.7792894181355,1520.182344549783,-23.596944868352562,0.6415369594540169,0.0
2011-11-20,2011,R,,nfl_0022,nfl_0019,A,1,1,17,10,0,1514.6683705179612,1538.2653153863137,23.596944868352562,0.3584630405459831,1.0
2011-11-21,2011,R,,nfl_0017,nfl_0014,H,1,0,34,3,0,1652.1799207715103,1662.5475814027668,10.367660631256566,0.8635392955785457,1.0
2011-11-21,2011,R,,nfl_0014,nfl_0017,A,1,0,3,34,0,1403.6701222827508,1393.3024616514942,-10.367660631256566,0.1364607044214543,0.0
2011-11-24,2011,R,,nfl_0010,nfl_0011,H,1,1,15,27,0,1549.60724995065,1531.916028509733,-17.69122144091685,0.3870528290813117,0.0
2011-11-24,2011,R,,nfl_0011,nfl_0010,A,1,1,27,15,0,1701.468369427982,1719.159590868899,17.691221440916852,0.6129471709186882,1.0
2011-11-24,2011,R,,nfl_0008,nfl_0015,H,0,0,20,19,0,1538.397214139073,1543.653470833119,5.256256694045904,0.6577837304790484,1.0
2011-11-24,2011,R,,nfl_0015,nfl_0008,A,0,0,19,20,0,1496.8842242425153,1491.6279675484693,-5.256256694045904,0.34221626952095163,0.0
2011-11-24,2011,R,,nfl_0003,nfl_0026,H,0,0,16,6,0,1622.0061877676421,1638.8501207355278,16.843932967885646,0.5817414726070772,1.0
2011-11-24,2011,R,,nfl_0026,nfl_0003,A,0,0,6,16,0,1636.6920990110034,1619.8481660431178,-16.843932967885646,0.4182585273929228,0.0
2011-11-27,2011,R,,nfl_0027,nfl_0001,H,1,1,20,23,0,1336.5639914744559,1324.3920099947277,-12.171981479728277,0.5178056012820479,0.0
2011-11-27,2011,R,,nfl_0001,nfl_0027,A,1,1,23,20,0,1396.1861583414768,1408.358139821205,12.171981479728277,0.4821943987179521,1.0
2011-11-27,2011,R,,nfl_0002,nfl_0016,H,1,0,24,14,0,1554.6942856186004,1562.4550871940985,7.760801575498055,0.7896824617315928,1.0
2011-11-27,2011,R,,nfl_0016,nfl_0002,A,1,0,14,24,0,1396.8634844288501,1389.102682853352,-7.760801575498055,0.21031753826840716,0.0
2011-11-27,2011,R,,nfl_0020,nfl_0004,H,1,1,28,24,0,1534.3196857189157,1541.4309192221085,7.111233503192815,0.7260995499736972,1.0
2011-11-27,2011,R,,nfl_0004,nfl_0020,A,1,1,24,28,0,1442.9583170089918,1435.847083505799,-7.111233503192815,0.2739004500263028,0.0
2011-11-27,2011,R,,nfl_0007,nfl_0031,H,1,1,23,20,0,1536.4464664126058,1542.1696330063735,5.723166593767653,0.7461766525684682,1.0
2011-11-27,2011,R,,nfl_0031,nfl_0007,A,1,1,20,23,0,1421.122430895064,1415.3992643012964,-5.723166593767653,0.2538233474315318,0.0
2011-11-27,2011,R,,nfl_0029,nfl_0028,H,0,0,23,17,0,1487.0962601537965,1496.3169537228605,9.220693569063897,0.6816522186567349,1.0
2011-11-27,2011,R,,nfl_0028,nfl_0029,A,0,0,17,23,0,1426.831850108782,1417.611156539718,-9.220693569063897,0.31834778134326513,0.0
2011-11-27,2011,R,,nfl_0012,nfl_0005,H,0,0,19,27,0,1310.3679377729245,1290.369073909879,-19.998863863045433,0.5791934855304874,0.0
2011-11-27,2011,R,,nfl_0005,nfl_0012,A,0,0,27,19,0,1350.8714521637312,1370.8703160267767,19.998863863045433,0.42080651446951256,1.0
2011-11-27,2011,R,,nfl_0013,nfl_0032,H,1,1,13,20,0,1423.4234055657853,1414.7060581683177,-8.717347397467671,0.27580944881535513,0.0
2011-11-27,2011,R,,nfl_0032,nfl_0013,A,1,1,20,13,0,1639.1208910574549,1647.8382384549225,8.71734739746767,0.7241905511846449,1.0
2011-11-27,2011,R,,nfl_0021,nfl_0006,H,0,0,25,20,0,1476.660881864613,1491.3692928672915,14.708411002678588,0.4101250688500992,1.0
2011-11-27,2011,R,,nfl_0006,nfl_0021,A,0,0,20,25,0,1611.7983312080378,1597.0899202053592,-14.708411002678588,0.5898749311499007,0.0
2011-11-27,2011,R,,nfl_0025,nfl_0030,H,1,0,17,23,0,1450.6013988016675,1430.7228927494218,-19.8785060522458,0.6668376059950456,0.0
2011-11-27,2011,R,,nfl_0030,nfl_0025,A,1,0,23,17,0,1402.055754982824,1421.9342610350698,19.8785060522458,0.3331623940049544,1.0
2011-11-27,2011,R,,nfl_0024,nfl_0009,H,1,1,13,16,1,1481.5892833329242,1470.9682042061174,-10.6210791268067,0.6286148742961503,0.0
2011-11-27,2011,R,,nfl_0009,nfl_0024,A,1,1,16,13,1,1456.1652244508907,1466.7863035776975,10.6210791268067,0.37138512570384974,1.0
2011-11-27,2011,R,,nfl_0022,nfl_0017,H,0,0,20,38,0,1538.2653153863137,1514.6713255430425,-23.593989843271284,0.4337856645340276,0.0
2011-11-27,2011,R,,nfl_0017,nfl_0022,A,0,0,38,20,0,1662.5475814027668,1686.141571246038,23.593989843271288,0.5662143354659723,1.0
2011-11-27,2011,R,,nfl_0014,nfl_0023,H,1,0,9,13,0,1393.3024616514942,1387.3338051595922,-5.968656491902094,0.27624991667125726,0.0
2011-11-27,2011,R,,nfl_0023,nfl_0014,A,1,0,13,9,0,1608.6170500700487,1614.5857065619507,5.968656491902095,0.7237500833287427,1.0
2011-11-28,2011,R,,nfl_0018,nfl_0019,H,1,0,49,24,0,1592.98786172467,1612.9064525638378,19.918590839167692,0.7254627290014355,1.0
2011-11-28,2011,R,,nfl_0019,nfl_0018,A,1,0,24,49,0,1520.182344549783,1500.2637537106152,-19.918590839167692,0.2745372709985645,0.0
2011-12-01,2011,R,,nfl_0025,nfl_0022,H,1,0,31,14,0,1430.7228927494218,1458.7083335367324,27.985440787310523,0.4828115986641803,1.0
2011-12-01,2011,R,,nfl_0022,nfl_0025,A,1,0,14,31,0,1514.6713255430425,1486.6858847557319,-27.985440787310523,0.5171884013358197,0.0
2011-12-04,2011,R,,nfl_0004,nfl_0029,H,1,0,17,23,0,1435.847083505799,1420.825734199873,-15.021349305925987,0.5165871017225782,0.0
2011-12-04,2011,R,,nfl_0029,nfl_0004,A,1,0,23,17,0,1496.3169537228605,1511.3383030287864,15.021349305925987,0.48341289827742184,1.0
2011-12-04,2011,R,,nfl_0028,nfl_0005,H,1,1,19,38,0,1417.611156539718,1373.698703391676,-43.912453148041934,0.6645254818675985,0.0
2011-12-04,2011,R,,nfl_0005,nfl_0028,A,1,1,38,19,0,1370.8703160267767,1414.7827691748187,43.912453148041934,0.3354745181324015,1.0
2011-12-04,2011,R,,nfl_0023,nfl_0007,H,1,1,35,7,0,1614.5857065619507,1640.4486266763452,25.86292011439436,0.6966351787216163,1.0
2011-12-04,2011,R,,nfl_0007,nfl_0023,A,1,1,7,35,0,1542.1696330063735,1516.306712891979,-25.86292011439436,0.3033648212783837,0.0
2011-12-04,2011,R,,nfl_0017,nfl_0012,H,1,0,31,24,0,1686.141571246038,1687.7387348155464,1.5971635695084918,0.9365953986256971,1.0
2011-12-04,2011,R,,nfl_0012,nfl_0017,A,1,0,24,31,0,1290.369073909879,1288.7719103403706,-1.5971635695084918,0.06340460137430293,0.0
2011-12-04,2011,R,,nfl_0032,nfl_0002,H,0,0,17,10,0,1647.8382384549225,1656.598581355581,8.760342900658499,0.7121748429399617,1.0
2011-12-04,2011,R,,nfl_0002,nfl_0032,A,0,0,10,17,0,1562.4550871940985,1553.69474429344,-8.760342900658499,0.2878251570600383,0.0
2011-12-04,2011,R,,nfl_0006,nfl_0014,H,0,0,3,10,0,1597.0899202053592,1573.8392543738873,-23.250665831472016,0.8350595549452264,0.0
2011-12-04,2011,R,,nfl_0014,nfl_0006,A,0,0,10,3,0,1387.3338051595922,1410.584470991064,23.250665831472016,0.16494044505477357,1.0
2011-12-04,2011,R,,nfl_0015,nfl_0021,H,1,0,34,14,0,1491.6279675484693,1516.7585298756374,25.130562327167983,0.6107564770248077,1.0
2011-12-04,2011,R,,nfl_0021,nfl_0015,A,1,0,14,34,0,1491.3692928672915,1466.2387305401235,-25.130562327167983,0.38924352297519227,0.0
2011-12-04,2011,R,,nfl_0030,nfl_0020,H,0,0,19,34,0,1421.9342610350698,1401.4127729626766,-20.521488072393154,0.43206946426561144,0.0
2011-12-04,2011,R,,nfl_0020,nfl_0030,A,0,0,34,19,0,1541.4309192221085,1561.9524072945017,20.521488072393154,0.5679305357343886,1.0
2011-12-04,2011,R,,nfl_0016,nfl_0009,H,0,0,32,35,0,1389.102682853352,1379.097338944724,-10.00534390862791,0.4918213418279664,0.0
2011-12-04,2011,R,,nfl_0009,nfl_0016,A,0,0,35,32,0,1466.7863035776975,1476.7916474863255,10.00534390862791,0.5081786581720336,1.0
2011-12-04,2011,R,,nfl_0031,nfl_0003,H,1,1,10,24,0,1415.3992643012964,1401.7841031804794,-13.615161120816886,0.28774527357312507,0.0
2011-12-04,2011,R,,nfl_0003,nfl_0031,A,1,1,24,10,0,1638.8501207355278,1652.4652818563447,13.615161120816886,0.7122547264268749,1.0
2011-12-04,2011,R,,nfl_0001,nfl_0008,H,1,0,19,13,1,1408.358139821205,1419.880884119925,11.522744298719948,0.40157761890781535,1.0
2011-12-04,2011,R,,nfl_0008,nfl_0001,A,1,0,13,19,1,1543.653470833119,1532.130726534399,-11.522744298719948,0.5984223810921847,0.0
2011-12-04,2011,R,,nfl_0019,nfl_0011,H,1,0,35,38,0,1500.2637537106152,1494.7656017009836,-5.498152009631762,0.2931489364487289,0.0
2011-12-04,2011,R,,nfl_0011,nfl_0019,A,1,0,38,35,0,1719.159590868899,1724.6577428785306,5.498152009631763,0.706851063551271,1.0
2011-12-04,2011,R,,nfl_0026,nfl_0027,H,1,1,26,0,0,1619.8481660431178,1627.065057639117,7.216891595999144,0.8956488192415939,1.0
2011-12-04,2011,R,,nfl_0027,nfl_0026,A,1,1,0,26,0,1324.3920099947277,1317.1751183987285,-7.216891595999144,0.1043511807584061,0.0
2011-12-04,2011,R,,nfl_0018,nfl_0010,H,1,0,31,17,0,1612.9064525638378,1627.2037623565543,14.297309792716499,0.6997578221020422,1.0
2011-12-04,2011,R,,nfl_0010,nfl_0018,A,1,0,17,31,0,1531.916028509733,1517.6187187170165,-14.297309792716499,0.3002421778979578,0.0
2011-12-05,2011,R,,nfl_0013,nfl_0024,H,1,0,14,38,0,1414.7060581683177,1377.9900030585534,-36.716055109764234,0.5226331147673435,0.0
2011-12-05,2011,R,,nfl_0024,nfl_0013,A,1,0,38,14,0,1470.9682042061174,1507.6842593158817,36.716055109764234,0.47736688523265647,1.0
2011-12-08,2011,R,,nfl_0023,nfl_0031,H,1,1,14,3,0,1640.4486266763452,1646.1023936069316,5.653766930586497,0.8567222543620111,1.0
2011-12-08,2011,R,,nfl_0031,nfl_0023,A,1,1,3,14,0,1401.7841031804794,1396.130336249893,-5.653766930586497,0.1432777456379889,0.0
2011-12-11,2011,R,,nfl_0007,nfl_0032,H,1,0,19,20,0,1516.306712891979,1510.6250967121123,-5.681616179866728,0.402966547644877,0.0
2011-12-11,2011,R,,nfl_0032,nfl_0007,A,1,0,20,19,0,1656.598581355581,1662.2801975354478,5.681616179866727,0.5970334523551231,1.0
2011-12-11,2011,R,,nfl_0003,nfl_0012,H,1,0,24,10,0,1652.4652818563447,1655.3757879431075,2.9105060867627066,0.9247044165162933,1.0
2011-12-11,2011,R,,nfl_0012,nfl_0003,A,1,0,10,24,0,1288.7719103403706,1285.8614042536078,-2.9105060867627066,0.07529558348370669,0.0
2011-12-11,2011,R,,nfl_0020,nfl_0014,H,1,0,37,10,0,1561.9524072945017,1577.1365387980625,15.184131503560907,0.7834370083147496,1.0
2011-12-11,2011,R,,nfl_0014,nfl_0020,A,1,0,10,37,0,1410.584470991064,1395.4003394875033,-15.184131503560907,0.2165629916852504,0.0
2011-12-11,2011,R,,nfl_0010,nfl_0016,H,1,1,34,28,0,1517.6187187170165,1524.4332521922033,6.814533475186792,0.7706276199470069,1.0
2011-12-11,2011,R,,nfl_0016,nfl_0010,A,1,1,28,34,0,1379.097338944724,1372.2828054695372,-6.814533475186792,0.2293723800529931,0.0
2011-12-11,2011,R,,nfl_0013,nfl_0028,H,0,0,41,14,0,1377.9900030585534,1408.7252756891348,30.735272630581335,0.5997993765644651,1.0
2011-12-11,2011,R,,nfl_0028,nfl_0013,A,0,0,14,41,0,1373.698703391676,1342.9634307610945,-30.735272630581335,0.40020062343553486,0.0
2011-12-11,2011,R,,nfl_0015,nfl_0022,H,0,0,10,26,0,1516.7585298756374,1483.6077725162177,-33.15075735941974,0.634840281960753,0.0
2011-12-11,2011,R,,nfl_0022,nfl_0015,A,0,0,26,10,0,1486.6858847557319,1519.8366421151516,33.15075735941974,0.36515971803924696,1.0
2011-12-11,2011,R,,nfl_0029,nfl_0018,H,0,0,17,22,0,1511.3383030287864,1500.6277788754435,-10.710524153342874,0.4372058283591922,0.0
2011-12-11,2011,R,,nfl_0018,nfl_0029,A,0,0,22,17,0,1627.2037623565543,1637.9142865098972,10.710524153342874,0.5627941716408078,1.0
2011-12-11,2011,R,,nfl_0030,nfl_0017,H,0,0,27,34,0,1401.4127729626766,1395.5409853474866,-5.871787615190023,0.22552411810675044,0.0
2011-12-11,2011,R,,nfl_0017,nfl_0030,A,0,0,34,27,0,1687.7387348155464,1693.6105224307364,5.871787615190023,0.7744758818932496,1.0
2011-12-11,2011,R,,nfl_0005,nfl_0002,H,1,1,23,31,0,1414.7827691748187,1400.6633022474502,-14.119466927368473,0.40487904772116534,0.0
2011-12-11,2011,R,,nfl_0002,nfl_0005,A,1,1,31,23,0,1553.69474429344,1567.8142112208084,14.119466927368473,0.5951209522788347,1.0
2011-12-11,2011,R,,nfl_0009,nfl_0006,H,0,0,13,10,1,1476.7916474863255,1484.1953456442104,7.40369815788489,0.4640159154159868,1.0
2011-12-11,2011,R,,nfl_0006,nfl_0009,A,0,0,10,13,1,1573.8392543738873,1566.4355562160024,-7.40369815788489,0.5359840845840131,0.0
2011-12-11,2011,R,,nfl_0001,nfl_0026,H,1,1,21,19,0,1419.880884119925,1432.0032796067856,12.122395486860535,0.31471169721828934,1.0
2011-12-11,2011,R,,nfl_0026,nfl_0001,A,1,1,19,21,0,1627.065057639117,1614.9426621522564,-12.122395486860535,0.6852883027817107,0.0
2011-12-11,2011,R,,nfl_0024,nfl_0004,H,1,0,37,10,0,1507.6842593158817,1529.2332382499467,21.54897893406492,0.7068065553287451,1.0
2011-12-11,2011,R,,nfl_0004,nfl_0024,A,1,0,10,37,0,1420.825734199873,1399.276755265808,-21.54897893406492,0.29319344467125485,0.0
2011-12-11,2011,R,,nfl_0011,nfl_0021,H,0,0,46,16,0,1724.6577428785306,1733.6089761270696,8.951233248538957,0.8701227737997391,1.0
2011-12-11,2011,R,,nfl_0021,nfl_0011,A,0,0,16,46,0,1466.2387305401235,1457.2874972915845,-8.951233248538957,0.12987722620026088,0.0
2011-12-11,2011,R,,nfl_0008,nfl_0019,H,1,1,34,37,0,1532.130726534399,1517.016728701526,-15.113997832872814,0.652388839898212,0.0
2011-12-11,2011,R,,nfl_0019,nfl_0008,A,1,1,37,34,0,1494.7656017009836,1509.8795995338564,15.113997832872814,0.34761116010178805,1.0
2011-12-12,2011,R,,nfl_0025,nfl_0027,H,1,1,30,13,0,1458.7083335367324,1471.0809304006752,12.372596863942722,0.7796683578580578,1.0
2011-12-12,2011,R,,nfl_0027,nfl_0025,A,1,1,13,30,0,1317.1751183987285,1304.8025215347857,-12.372596863942722,0.22033164214194223,0.0
2011-12-15,2011,R,,nfl_0002,nfl_0013,H,0,0,41,14,0,1567.8142112208084,1581.879833216376,14.06562199556755,0.7908827860595211,1.0
2011-12-15,2011,R,,nfl_0013,nfl_0002,A,0,0,14,41,0,1408.7252756891348,1394.6596536935672,-14.06562199556755,0.20911721394047889,0.0
2011-12-17,2011,R,,nfl_0028,nfl_0008,H,1,0,15,31,0,1342.9634307610945,1326.1359595889337,-16.8274711721608,0.3572164811073563,0.0
2011-12-17,2011,R,,nfl_0008,nfl_0028,A,1,0,31,15,0,1517.016728701526,1533.8441998736869,16.827471172160802,0.6427835188926436,1.0
2011-12-18,2011,R,,nfl_0027,nfl_0007,H,0,0,13,20,0,1304.8025215347857,1296.4496632935013,-8.352858241284459,0.3089818733211888,0.0
2011-12-18,2011,R,,nfl_0007,nfl_0027,A,0,0,20,13,0,1510.6250967121123,1518.9779549533966,8.35285824128446,0.6910181266788111,1.0
2011-12-18,2011,R,,nfl_0004,nfl_0015,H,1,1,23,30,0,1399.276755265808,1383.3171334822528,-15.959621783555285,0.482261687071064,0.0
2011-12-18,2011,R,,nfl_0015,nfl_0004,A,1,1,30,23,0,1483.6077725162177,1499.567394299773,15.959621783555285,0.517738312928936,1.0
2011-12-18,2011,R,,nfl_0019,nfl_0030,H,1,1,10,23,0,1509.8795995338564,1474.756546869369,-35.12305266448735,0.7451007904729013,0.0
2011-12-18,2011,R,,nfl_0030,nfl_0019,A,1,1,23,10,0,1395.5409853474866,1430.664038011974,35.12305266448735,0.25489920952709866,1.0
2011-12-18,2011,R,,nfl_0032,nfl_0005,H,0,0,13,28,0,1662.2801975354478,1625.9391523814083,-36.34104515403953,0.8721889655916617,0.0
2011-12-18,2011,R,,nfl_0005,nfl_0032,A,0,0,28,13,0,1400.6633022474502,1437.0043474014897,36.34104515403953,0.1278110344083383,1.0
2011-12-18,2011,R,,nfl_0006,nfl_0025,H,1,0,14,38,0,1566.4355562160024,1518.1771716587295,-48.258384557272855,0.7306473516888615,0.0
2011-12-18,2011,R,,nfl_0025,nfl_0006,A,1,0,38,14,0,1471.0809304006752,1519.339314957948,48.258384557272855,0.2693526483111385,1.0
2011-12-18,2011,R,,nfl_0012,nfl_0029,H,1,1,27,13,0,1285.8614042536078,1317.875725419697,32.01432116608904,0.3053754851338302,1.0
2011-12-18,2011,R,,nfl_0029,nfl_0012,A,1,1,13,27,0,1500.6277788754435,1468.6134577093544,-32.01432116608904,0.6946245148661698,0.0
2011-12-18,2011,R,,nfl_0014,nfl_0011,H,0,0,19,14,0,1395.4003394875033,1412.4469108102319,17.046571322728507,0.17763987277260446,1.0
2011-12-18,2011,R,,nfl_0011,nfl_0014,A,0,0,14,19,0,1733.6089761270696,1716.562404804341,-17.046571322728507,0.8223601272273955,0.0
2011-12-18,2011,R,,nfl_0016,nfl_0018,H,1,0,20,42,0,1372.2828054695372,1358.6658310584653,-13.616974411071965,0.24700827422400218,0.0
2011-12-18,2011,R,,nfl_0018,nfl_0016,A,1,0,42,20,0,1637.9142865098972,1651.531260920969,13.616974411071965,0.7529917257759978,1.0
2011-12-18,2011,R,,nfl_0021,nfl_0010,H,0,0,27,28,0,1457.2874972915845,1450.0093617594762,-7.2781355321083705,0.5069853657279957,0.0
2011-12-18,2011,R,,nfl_0010,nfl_0021,A,0,0,28,27,0,1524.4332521922033,1531.7113877243116,7.2781355321083705,0.4930146342720043,1.0
2011-12-18,2011,R,,nfl_0001,nfl_0031,H,0,0,20,17,1,1432.0032796067856,1437.0925180293555,5.089238422569973,0.6425450984735364,1.0
2011-12-18,2011,R,,nfl_0031,nfl_0001,A,0,0,17,20,1,1396.130336249893,1391.041097827323,-5.089238422569973,0.35745490152646364,0.0
2011-12-18,2011,R,,nfl_0009,nfl_0017,H,1,0,23,41,0,1484.1953456442104,1468.6610960082276,-15.53424963598297,0.31194855057938387,0.0
2011-12-18,2011,R,,nfl_0017,nfl_0009,A,1,0,41,23,0,1693.6105224307364,1709.1447720667193,15.53424963598297,0.6880514494206161,1.0
2011-12-18,2011,R,,nfl_0022,nfl_0020,H,0,0,45,19,0,1519.8366421151516,1553.6244481686688,33.7878060535173,0.5211425345497682,1.0
2011-12-18,2011,R,,nfl_0020,nfl_0022,A,0,0,19,45,0,1577.1365387980625,1543.3487327445453,-33.7878060535173,0.4788574654502318,0.0
2011-12-18,2011,R,,nfl_0024,nfl_0003,H,1,0,34,14,0,1529.2332382499467,1562.0220490383917,32.78881078844505,0.42270726827899224,1.0
2011-12-18,2011,R,,nfl_0003,nfl_0024,A,1,0,14,34,0,1655.3757879431075,1622.5869771546625,-32.78881078844505,0.5772927317210077,0.0
2011-12-19,2011,R,,nfl_0026,nfl_0023,H,0,0,20,3,0,1614.9426621522564,1639.0123809145193,24.069718762262973,0.5499717878114121,1.0
2011-12-19,2011,R,,nfl_0023,nfl_0026,A,0,0,3,20,0,1646.1023936069316,1622.0326748446687,-24.069718762262973,0.4500282121885879,0.0
2011-12-22,2011,R,,nfl_0012,nfl_0032,H,1,1,19,16,0,1317.875725419697,1332.6143261187353,14.738600699038537,0.2044207135825191,1.0
2011-12-22,2011,R,,nfl_0032,nfl_0012,A,1,1,16,19,0,1625.9391523814083,1611.20055168237,-14.738600699038537,0.7955792864174809,0.0
2011-12-24,2011,R,,nfl_0004,nfl_0009,H,1,0,40,14,0,1383.3171334822528,1419.3002858054608,35.98315232320801,0.4808059310402273,1.0
2011-12-24,2011,R,,nfl_0009,nfl_0004,A,1,0,14,40,0,1468.6610960082276,1432.6779436850195,-35.98315232320801,0.5191940689597727,0.0
